,Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Valor de mercado (Transfermarkt),Vencimiento contrato,Partidos jugados,Minutos jugados,Goles,xG,Asistencias,xA,Duelos/90,Duelos ganados %,País de nacimiento,Pasaporte,Pie,Altura,Peso,En prestamo,Acciones defensivas realizadas/90,Duelos defensivos/90,Duelos defensivos ganados %,Duelos aéreos/90,Duelos aéreos ganados %,Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,Tiros a la portería %,Goles hechos %,Asistencias/90,Centros/90,Precisión centros %,Centros desde la banda izquierda/90,Precisión centros desde la banda izquierda %,Centros desde la banda derecha/90,Precisión centros desde la banda derecha %,Centros al área pequeña/90,Regates/90,Regates realizados %,Duelos atacantes/90,Duelos atacantes ganados %,Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos/90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,Precisión pases %,Pases hacia adelante/90,Precisión pases hacia adelante %,Pases hacia atrás/90,Precision pases hacia atrás %,Pases laterales/90,Precisión pases laterales %,Pases cortos / medios/90,Precisión pases cortos / medios %,Pases largos/90,Precisión pases largos %,"Longitud media pases, m","Longitud media pases largos, m",xA/90,Second assists/90,Third assists/90,Desmarques/90,Precisión desmarques %,Jugadas claves/90,Pases en el último tercio/90,Precisión pases en el último tercio %,Pases al área de penalti/90,Pases hacía el área pequeña %,Pases en profundidad/90,Precisión pases en profundidad %,Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,Precisión pases progresivos %,Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas/90,Paradas %,xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Tiros libres/90,Tiros libres directos/90,Tiros libres directos %,Córneres/90,Penaltis a favor,Penaltis realizados %,Competición,Temporada,Pais_Comp,Asistencias/90.1,Duelos aéreos/90.1,Flag,Posición Principal,Fecha_Actualizacion
3392,I. Álvarez,Atlético Sanluqueño,Atlético Sanluqueño,"RW, RWB, RB",18,0,2028-06-30,11,688,2,0.78,1,1.17,14.78,43.36,Spain,Spain,,0,0,si,5.49,4.32,60.61,4.06,35.48,0.13,0.21,0.13,2.75,4.47,1.44,3,0.39,0,0.0,2.62,0.26,2,0.26,0.1,0,0.0,8,1.05,50.0,25.0,0.13,3.66,21.43,0.13,0.0,3.53,22.22,0.92,2.22,58.82,4.71,36.11,1.18,0.78,0.39,11.38,2.09,0.39,15.83,47.93,5.49,35.71,2.75,85.71,5.89,42.22,8.5,63.08,3.92,40.0,23.1,28.18,0.15,0.0,0.0,0.0,0.0,0.39,2.09,37.5,3.27,28.0,0.52,0.0,0.39,1.05,4.45,47.06,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.78,0.0,0.0,1.7,0,0.0,1RFEF,2025-2026,ESP,0.92,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Extremo,2026-08-01 16:29:15.671466
3393,A. Marti Mendo,Teruel,Teruel,RCMF,20,0,,1,4,0,0.0,0,0.0,,,Spain,Spain,unknown,0,0,si,,,,,,,60.0,,,30.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.31,0.0,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,0,0.0,1RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
3394,J. Andújar Berenguer,Atlético Sanluqueño,Atlético Sanluqueño,"RCMF, LCMF",21,0,,13,1332,0,0.01,0,0.16,20.81,54.87,Spain,Spain,unknown,0,0,no,10.34,8.58,67.72,4.39,43.08,0.47,0.72,0.27,4.05,6.19,1.42,1,0.07,0,0.0,0.61,0.0,0,0.0,0.0,0,0.0,2,0.14,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.88,69.23,5.88,51.72,0.07,0.61,0.2,15.61,0.14,2.57,29.8,80.73,8.99,65.41,5.41,95.0,11.42,86.39,25.34,85.87,4.26,53.97,19.22,33.62,0.01,0.0,0.07,0.0,0.0,0.07,5.88,63.22,0.54,50.0,0.47,42.86,0.34,0.0,4.93,58.9,0,,0,,0,0.0,0.0,0.0,,,1.15,,0.0,0.0,0.0,0.0,0,0.0,1RFEF,2025-2026,ESP,0.14,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
3395,P. Atienza,Atlético Sanluqueño,Atlético Sanluqueño,"RB, LCB, RDMF",21,0,2026-06-30,14,719,1,0.49,0,0.07,16.4,45.04,Spain,Spain,unknown,0,0,si,9.14,8.14,53.85,2.75,22.73,0.75,1.2,0.63,4.01,6.4,1.63,4,0.5,0,0.0,0.63,0.13,1,0.13,0.06,0,0.0,4,0.5,25.0,25.0,0.0,0.88,28.57,0.13,0.0,0.75,33.33,0.13,0.88,28.57,2.75,40.91,0.63,0.13,0.0,13.89,0.25,1.63,23.53,79.26,10.14,71.6,2.13,88.24,9.26,83.78,19.15,85.62,3.5,57.14,19.82,31.8,0.01,0.0,0.0,0.0,0.0,0.13,4.26,79.41,0.88,28.57,0.13,0.0,0.13,0.13,5.63,73.33,0,,0,,0,0.0,0.0,0.0,,,0.63,,0.0,0.0,0.0,0.0,0,0.0,1RFEF,2025-2026,ESP,0.13,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
3396,S. Almagro Évora,Atlético Sanluqueño,Atlético Sanluqueño,"LB, LCB, LWB",20,0,2027-06-30,12,786,0,0.23,0,0.0,14.89,53.85,Spain,Spain,izquierdo,0,0,si,8.7,6.64,56.9,3.21,53.57,0.23,0.36,0.34,4.69,7.32,1.83,3,0.34,0,0.0,1.6,0.0,0,0.0,0.03,0,0.0,2,0.23,50.0,0.0,0.0,1.95,17.65,1.95,17.65,0.0,0.0,0.46,1.72,66.67,2.98,50.0,0.46,1.03,0.0,17.98,1.37,0.34,29.89,65.13,15.46,56.3,3.21,92.86,8.02,72.86,20.84,76.92,7.33,42.19,23.71,31.61,0.0,0.0,0.0,0.23,0.0,0.0,6.07,50.94,2.29,25.0,0.57,0.0,0.11,0.46,6.98,57.38,0,,0,,0,0.0,0.0,0.0,,,0.92,,0.0,0.0,0.0,0.0,0,0.0,1RFEF,2025-2026,ESP,0.0,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
3397,A. Juárez,Atlético Sanluqueño,Atlético Sanluqueño,CF,20,0,2027-12-31,31,1698,2,5.29,1,1.6,13.94,35.36,Argentina,Argentina,derecho,0,0,si,2.17,2.01,60.53,4.19,34.18,0.05,0.08,0.05,0.9,1.37,0.74,6,0.32,1,0.05,1.48,0.11,2,0.11,0.28,0,0.0,40,2.12,35.0,5.0,0.05,0.74,35.71,0.42,50.0,0.32,16.67,0.05,1.06,45.0,4.77,23.33,3.34,0.37,0.0,5.72,1.86,0.95,10.28,67.53,1.8,50.0,3.02,91.23,3.02,59.65,9.17,70.52,0.37,57.14,15.45,7.12,0.08,0.0,0.0,0.0,0.0,0.37,0.9,64.71,0.9,41.18,0.0,0.0,0.42,0.27,1.06,75.0,0,,0,,0,0.0,0.0,0.0,,,0.27,,0.0,0.0,0.0,0.05,0,0.0,1RFEF,2025-2026,ESP,0.48,,https://images.fotmob.com/image_resources/logo/teamlogo/6706.png,Delantero,2026-08-01 16:29:15.671466
3398,R. De Palmas,Teruel,Teruel,"RW, RAMF, LW",22,0,,21,733,1,0.37,1,0.48,19.65,39.38,France,France,izquierdo,179,68,si,7.12,7.37,53.33,3.07,36.0,0.25,0.34,0.12,2.95,4.09,2.09,5,0.61,0,0.0,1.47,0.12,1,0.12,0.05,0,0.0,8,0.98,37.5,12.5,0.12,1.84,26.67,0.86,42.86,0.86,14.29,0.49,1.84,33.33,7.74,30.16,0.49,0.61,0.25,12.52,1.47,0.49,21.12,70.93,7.0,56.14,6.38,98.08,4.79,61.54,17.31,78.72,1.96,43.75,19.4,20.28,0.06,0.0,0.0,0.0,0.0,0.25,3.07,56.0,1.96,37.5,0.0,0.0,0.25,0.74,3.68,73.33,0,,0,,0,0.0,0.0,0.0,,,0.12,,0.0,0.0,0.0,1.23,0,0.0,1RFEF,2025-2026,ESP,0.74,,https://images.fotmob.com/image_resources/logo/teamlogo/6723.png,Extremo,2026-08-01 16:29:15.671466
3399,B. Bonfing,Atlético Sanluqueño,Atlético Sanluqueño,"RCB, LW",22,0,2026-06-30,22,1223,0,0.59,0,0.56,15.82,51.16,Mali,Mali,derecho,186,79,si,9.2,5.22,64.79,3.83,67.31,0.29,0.43,0.74,5.52,8.01,1.32,5,0.37,1,0.07,1.18,0.0,0,0.0,0.04,0,0.0,11,0.81,36.36,0.0,0.0,0.15,100.0,0.15,100.0,0.0,0.0,0.0,1.99,37.04,4.86,37.88,0.66,1.32,0.15,16.93,0.59,0.52,30.1,75.06,14.79,65.67,2.94,85.0,8.76,88.24,24.95,81.42,5.0,42.65,20.61,32.24,0.04,0.0,0.0,0.0,0.0,0.15,5.45,45.95,0.66,33.33,0.29,25.0,0.22,0.15,5.96,66.67,0,,0,,0,0.0,0.0,0.0,,,0.88,,0.07,0.07,0.0,0.0,0,0.0,1RFEF,2025-2026,ESP,0.37,,https://images.fotmob.com/image_resources/logo/teamlogo/5815.png,Central,2026-08-01 16:29:15.671466
3400,Rubén Domínguez,Atlético Sanluqueño,Atlético Sanluqueño,GK,20,0,2026-06-30,23,2344,0,0.0,0,0.0,0.38,90.0,Spain,Spain,,186,72,si,1.77,0.15,75.0,0.15,100.0,0.0,0.0,0.0,1.65,2.45,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,100.0,0.0,0.0,0.0,12.82,0.0,0.12,20.62,85.66,11.06,77.43,0.0,0.0,9.1,95.78,12.4,96.59,8.14,69.34,31.91,45.86,0.0,0.0,0.0,0.0,0.0,0.0,2.15,66.07,0.0,0.0,0.08,50.0,0.0,0.0,6.07,75.32,33,1.27,118,4.53,6,72.03,38.1,1.46,5.1,0.196,0.0,1.11,,,,0.0,0,0.0,1RFEF,2025-2026,ESP,0.0,0.15,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Portero,2026-08-01 16:29:15.671466
3401,Julio Cabrera,Atlético Sanluqueño,Atlético Sanluqueño,LB,22,0,2026-06-30,31,2733,0,1.16,0,0.45,16.96,54.17,Spain,Spain,izquierdo,175,69,no,10.14,8.2,62.25,3.0,45.05,0.2,0.3,0.43,4.84,7.27,1.45,6,0.2,0,0.0,1.61,0.0,0,0.0,0.04,0,0.0,33,1.09,27.27,0.0,0.0,2.24,36.76,2.11,35.94,0.1,66.67,0.26,0.95,51.72,3.56,47.22,0.56,1.12,0.16,15.02,0.82,1.32,26.67,71.11,13.37,66.5,3.23,89.8,6.62,69.15,20.22,80.13,4.41,47.01,20.85,39.51,0.01,0.0,0.0,0.0,0.0,0.16,4.77,57.24,2.27,40.58,0.53,18.75,0.3,0.69,6.49,67.51,0,,0,,0,0.0,0.0,0.0,,,0.63,,0.07,0.03,0.0,0.36,0,0.0,1RFEF,2025-2026,ESP,0.36,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
3402,Niza,Atlético Sanluqueño,Atlético Sanluqueño,RW,20,0,,13,690,0,1.14,0,0.93,18.91,47.59,Spain,Spain,unknown,0,0,si,6.0,5.35,63.41,2.09,25.0,0.0,0.0,0.0,2.61,4.11,0.91,0,0.0,0,0.0,3.91,0.0,0,0.0,0.15,0,0.0,15,1.96,33.33,0.0,0.0,3.78,27.59,0.52,0.0,3.13,33.33,0.52,3.78,58.62,8.22,50.79,2.35,1.04,0.0,9.13,1.3,2.22,15.65,63.33,3.26,44.0,4.04,87.1,6.39,63.27,10.3,81.01,1.7,38.46,20.15,18.74,0.12,0.13,0.0,0.13,0.0,0.65,1.57,33.33,3.26,36.0,0.52,25.0,0.39,1.17,2.09,75.0,0,,0,,0,0.0,0.0,0.0,,,0.39,,0.91,0.0,0.0,1.57,0,0.0,1RFEF,2025-2026,ESP,0.78,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Extremo,2026-08-01 16:29:15.671466
3403,P. Twizard Mulenga,Atlético Sanluqueño,Atlético Sanluqueño,"LCMF, RCMF",20,0,,5,251,0,0.21,0,0.16,22.59,52.38,Zambia,Zambia,derecho,170,60,si,11.47,9.32,65.38,3.94,45.45,0.0,0.0,0.36,5.38,10.47,3.23,2,0.72,0,0.0,1.79,0.0,0,0.0,0.07,0,0.0,3,1.08,66.67,0.0,0.0,0.72,50.0,0.36,0.0,0.36,100.0,0.0,1.08,66.67,6.1,52.94,0.72,0.36,0.36,15.78,0.0,1.08,29.4,76.83,8.61,54.17,3.59,90.0,13.63,86.84,25.82,80.56,2.87,50.0,16.43,19.57,0.06,0.0,0.0,0.0,0.0,0.0,5.74,56.25,1.08,66.67,0.0,0.0,0.36,0.36,6.45,61.11,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0,0.0,1RFEF,2025-2026,ESP,0.36,,,Centrocampista,2026-08-01 16:29:15.671466
3404,Marcos Denia,Atlético Sanluqueño,Atlético Sanluqueño,"CF, LW",22,0,2027-06-30,23,868,1,2.57,0,0.46,18.25,30.68,Spain,Spain,derecho,183,0,si,2.9,4.87,38.3,5.5,26.42,0.21,0.34,0.1,0.83,1.38,2.18,3,0.31,0,0.0,1.66,0.1,1,0.1,0.27,0,0.0,17,1.76,41.18,5.882,0.0,1.56,20.0,0.73,14.29,0.83,25.0,0.0,1.35,46.15,4.56,29.55,2.59,1.04,0.1,11.3,1.87,0.93,16.59,65.63,3.11,43.33,4.25,87.8,4.98,60.42,13.38,74.42,1.76,41.18,16.68,13.91,0.05,0.1,0.0,0.0,0.0,0.21,1.97,42.11,1.45,35.71,0.1,0.0,0.31,0.21,2.49,50.0,0,,0,,0,0.0,0.0,0.0,,,0.1,,0.62,0.0,0.0,0.93,0,0.0,1RFEF,2025-2026,ESP,0.73,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Delantero,2026-08-01 16:29:15.671466
3405,A. Mokhles,Europa,Europa,"RW, RWF, RB",19,0,,7,166,0,0.16,1,0.0,20.06,40.54,Spain,Spain,unknown,0,0,no,4.88,5.96,45.45,3.25,16.67,0.0,0.0,0.0,2.17,6.0,1.63,0,0.0,0,0.0,3.25,0.0,0,0.0,0.09,0,0.0,1,0.54,0.0,0.0,0.54,2.17,25.0,0.54,0.0,1.63,33.33,1.08,4.34,62.5,8.67,37.5,2.17,1.63,0.54,15.72,1.63,1.08,21.14,61.54,9.22,41.18,3.8,100.0,4.88,77.78,17.89,66.67,1.08,50.0,13.99,10.08,0.0,0.0,0.0,0.0,0.0,1.08,2.17,50.0,2.17,25.0,0.54,0.0,0.54,0.54,2.17,75.0,0,,0,,0,0.0,0.0,0.0,,,0.54,,0.0,0.0,0.0,0.0,0,0.0,1RFEF,2025-2026,ESP,0.0,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Extremo,2026-08-01 16:29:15.671466
3406,L. García,Europa,Europa,GK,21,0,,5,477,0,0.0,0,0.0,0.75,50.0,Spain,Spain,unknown,0,0,no,1.13,0.57,33.33,0.19,100.0,0.0,0.0,0.0,0.94,1.52,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.38,0.19,0.0,19.06,93.07,9.25,89.8,0.0,0.0,8.11,97.67,12.45,100.0,6.42,82.35,30.53,42.93,0.0,0.0,0.0,0.0,0.0,0.0,0.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,83.87,12,2.26,32,6.04,1,62.5,12.38,2.34,0.38,0.072,0.0,0.75,,,,0.0,0,0.0,1RFEF,2025-2026,ESP,0.0,0.19,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Portero,2026-08-01 16:29:15.671466
3407,George Andrews,Europa,Europa,"RW, RWF",21,0,,18,999,0,1.28,2,1.03,18.42,40.32,Spain,Spain,derecho,187,0,no,5.35,6.04,59.02,1.78,27.78,0.1,0.15,0.0,1.68,2.54,1.39,4,0.36,0,0.0,2.67,0.0,0,0.0,0.13,0,0.0,9,0.89,22.22,0.0,0.2,3.56,19.44,0.4,25.0,3.17,18.75,0.69,3.07,58.06,7.62,33.77,3.76,1.49,0.1,13.47,2.48,0.79,18.61,64.89,4.65,55.32,4.65,89.36,5.15,57.69,14.06,77.46,1.39,35.71,18.36,17.39,0.1,0.0,0.0,0.1,0.0,0.59,1.39,64.29,1.98,30.0,0.1,100.0,0.2,0.69,2.08,80.95,0,,0,,0,0.0,0.0,0.0,,,0.1,,0.0,0.0,0.0,1.09,0,0.0,1RFEF,2025-2026,ESP,0.79,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Extremo,2026-08-01 16:29:15.671466
3408,E. Pujol Sevilla,Gimnàstic Tarragona,Gimnàstic Tarragona,"RCB, LCB",20,0,,26,2035,0,1.57,0,0.05,14.95,60.06,Spain,Spain,unknown,0,0,no,8.71,5.17,69.23,6.06,53.28,0.31,0.46,0.53,4.82,7.2,0.88,0,0.0,0,0.0,0.49,0.0,0,0.0,0.07,0,0.0,13,0.57,46.15,0.0,0.0,0.09,100.0,0.0,0.0,0.09,100.0,0.0,0.22,60.0,1.24,57.14,0.8,0.88,0.09,26.09,0.31,0.44,39.85,82.91,17.2,68.89,1.42,96.88,18.8,94.59,33.21,90.55,6.55,43.92,22.16,36.94,0.0,0.0,0.0,0.0,0.0,0.04,5.17,58.97,0.62,28.57,0.35,25.0,0.04,0.09,7.3,68.48,0,,0,,0,0.0,0.0,0.0,,,1.11,,0.0,0.0,0.0,0.0,0,0.0,1RFEF,2025-2026,ESP,0.09,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Central,2026-08-01 16:29:15.671466
3409,K. Abdallah,Gimnàstic Tarragona,Gimnàstic Tarragona,"RW, RAMF",20,0,2028-06-30,12,610,1,1.92,0,0.94,22.13,44.67,France,France,izquierdo,185,71,si,4.13,3.98,51.85,2.8,36.84,0.0,0.0,0.0,2.07,2.88,0.74,0,0.0,0,0.0,6.93,0.15,1,0.15,0.28,0,0.0,17,2.51,47.06,5.882,0.0,4.57,29.03,0.89,33.33,3.69,28.0,0.44,7.67,57.69,13.87,44.68,4.28,3.69,0.89,12.25,1.77,0.89,18.89,64.84,3.39,39.13,4.72,96.88,6.2,66.67,12.98,77.27,1.48,60.0,26.92,20.36,0.14,0.0,0.0,0.0,0.0,0.74,1.48,40.0,2.07,42.86,0.0,0.0,0.15,1.48,3.25,63.64,0,,0,,0,0.0,0.0,0.0,,,0.3,,0.15,0.15,0.0,0.3,0,0.0,1RFEF,2025-2026,ESP,1.18,,https://images.fotmob.com/image_resources/logo/teamlogo/6723.png,Extremo,2026-08-01 16:29:15.671466
3410,Marc Fuster,Europa,Europa,RW,22,0,,1,14,0,0.0,0,0.0,,,Spain,Spain,,0,0,no,,,,,,,0.0,,,10.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,0,0.0,1RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Extremo,2026-08-01 16:29:15.671466
3411,Francisco Gil,Europa,Europa,"LCB, LB",20,0,,13,905,0,0.03,0,0.12,10.14,52.94,Spain,Spain,unknown,0,0,no,7.16,5.67,54.39,2.49,40.0,0.0,0.0,0.6,4.08,6.03,1.69,5,0.5,0,0.0,0.2,0.0,0,0.0,0.0,0,0.0,1,0.1,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.1,0.2,100.0,0.4,75.0,0.1,0.3,0.0,19.99,0.3,0.2,30.73,80.91,13.92,67.14,2.49,92.0,12.03,92.56,25.06,90.87,5.47,38.18,21.66,34.14,0.01,0.0,0.0,0.0,0.0,0.0,5.47,65.45,0.6,0.0,0.2,0.0,0.0,0.0,6.46,72.31,0,,0,,0,0.0,0.0,0.0,,,1.59,,0.0,0.0,0.0,0.0,0,0.0,1RFEF,2025-2026,ESP,0.1,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Central,2026-08-01 16:29:15.671466
3412,Alex Jiménez,Gimnàstic Tarragona,Gimnàstic Tarragona,"CF, LW, AMF",22,0,2026-06-30,36,2535,4,7.13,1,1.09,31.6,40.0,Spain,Spain,derecho,175,66,no,5.68,6.57,57.3,5.79,34.36,0.36,0.53,0.14,1.56,2.32,1.95,5,0.18,2,0.07,2.38,0.14,3,0.11,0.25,2,0.07,57,2.02,31.58,7.018,0.04,1.1,22.58,0.92,19.23,0.18,40.0,0.14,2.84,51.25,14.59,36.74,3.05,1.67,0.14,10.76,1.31,2.52,17.86,80.12,3.12,75.0,5.29,90.6,5.47,79.87,16.08,85.21,0.71,55.0,17.89,12.49,0.04,0.0,0.04,0.07,50.0,0.18,1.63,71.74,0.89,56.0,0.07,50.0,0.71,0.25,1.92,72.22,0,,0,,0,0.0,0.0,0.0,,,0.11,,0.07,0.0,0.0,0.0,1,100.0,1RFEF,2025-2026,ESP,0.46,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Delantero,2026-08-01 16:29:15.671466
3413,Toni Caravaca,Europa,Europa,"RCMF, LCMF",22,0,2026-06-30,31,1987,1,0.47,1,0.42,15.42,48.62,Spain,Spain,derecho,178,0,no,6.12,5.98,56.35,2.04,32.56,0.14,0.22,0.05,2.61,4.1,1.8,9,0.41,0,0.0,1.38,0.05,1,0.05,0.02,0,0.0,16,0.76,18.75,6.25,0.05,0.66,28.57,0.33,28.57,0.33,28.57,0.14,1.23,73.08,4.6,48.45,0.71,0.85,0.05,16.23,0.28,1.19,25.43,74.44,8.11,56.73,3.84,93.83,8.78,81.62,21.35,81.78,3.46,36.99,20.56,34.8,0.02,0.0,0.05,0.19,75.0,0.24,5.08,53.27,2.04,39.53,0.76,37.5,0.76,0.19,4.27,63.33,0,,0,,0,0.0,0.0,0.0,,,0.57,,0.14,0.0,0.0,0.24,0,0.0,1RFEF,2025-2026,ESP,0.33,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
3414,A. Pérez,Sabadell,Sabadell,"LDMF, LCMF",22,0,,10,261,0,0.08,0,0.0,21.72,49.21,Spain,Spain,,0,0,no,9.66,6.55,47.37,3.79,63.64,0.0,0.0,1.03,6.55,10.0,2.07,1,0.34,0,0.0,1.03,0.0,0,0.0,0.03,0,0.0,1,0.34,0.0,0.0,0.0,0.34,0.0,0.34,0.0,0.0,0.0,0.0,1.72,60.0,9.31,48.15,0.0,2.41,0.69,16.55,0.34,1.03,32.76,83.16,11.38,66.67,5.17,93.33,11.72,91.18,30.34,87.5,2.07,33.33,17.55,19.41,0.0,0.34,0.34,0.0,0.0,0.0,4.14,58.33,1.72,60.0,0.34,0.0,0.0,0.0,4.48,53.85,0,,0,,0,0.0,0.0,0.0,,,1.72,,0.0,0.0,0.0,0.0,0,0.0,1RFEF,2025-2026,ESP,0.0,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
3415,Destiny,Antequera,Antequera,CF,22,0,,31,1691,4,5.0,0,0.5,20.22,32.37,Spain,Spain,derecho,183,80,no,2.82,2.71,58.82,5.54,38.46,0.05,0.08,0.0,1.17,1.87,1.33,5,0.27,0,0.0,1.38,0.21,4,0.21,0.27,0,0.0,27,1.44,51.85,14.815,0.0,0.43,25.0,0.16,0.0,0.27,40.0,0.05,1.33,40.0,9.53,26.82,2.55,0.37,0.11,5.54,0.8,0.69,9.63,81.22,1.76,66.67,3.62,89.71,2.02,78.95,8.84,85.54,0.37,42.86,12.37,5.35,0.03,0.05,0.0,0.0,0.0,0.16,0.59,81.82,0.37,57.14,0.05,0.0,0.37,0.11,0.9,58.82,0,,0,,0,0.0,0.0,0.0,,,0.05,,0.0,0.0,0.0,0.0,1,0.0,1RFEF,2025-2026,ESP,0.37,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Delantero,2026-08-01 16:29:15.671466
3416,Daniel Alcover,Antequera,Antequera,GK,22,0,,26,2616,0,0.0,0,0.0,0.93,85.19,Spain,Spain,unknown,0,0,no,1.24,0.1,33.33,0.76,95.45,0.0,0.0,0.0,1.2,1.73,0.0,1,0.03,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.0,0.0,0.03,13.11,0.14,0.28,19.44,86.19,10.36,77.41,0.0,0.0,8.43,96.73,11.66,98.53,7.74,68.0,34.4,48.87,0.0,0.0,0.0,0.0,0.0,0.0,1.38,55.0,0.1,0.0,0.07,0.0,0.0,0.0,5.95,76.3,30,1.03,112,3.85,7,73.21,29.36,1.01,-0.64,-0.022,0.0,1.79,,,,0.0,0,0.0,1RFEF,2025-2026,ESP,0.0,0.76,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Portero,2026-08-01 16:29:15.671466
3417,Dani Clavijo,Antequera,Antequera,"RCMF, LDMF, AMF",22,0,2026-06-30,8,400,0,0.02,0,0.3,23.18,48.54,Spain,Spain,derecho,176,70,no,7.43,9.0,52.5,1.8,37.5,0.68,1.05,0.0,2.03,3.14,2.25,1,0.23,0,0.0,0.45,0.0,0,0.0,0.0,0,0.0,2,0.45,0.0,0.0,0.0,0.23,100.0,0.0,0.0,0.23,100.0,0.0,0.45,50.0,9.45,47.62,0.45,0.68,0.0,23.4,0.23,1.8,37.57,91.62,11.7,80.77,5.85,96.15,15.52,97.1,35.33,91.72,2.03,88.89,18.67,24.44,0.07,0.0,0.0,0.0,0.0,0.45,6.3,85.71,1.35,83.33,0.23,0.0,0.9,0.23,6.3,82.14,0,,0,,0,0.0,0.0,0.0,,,0.9,,0.0,0.0,0.0,0.0,0,0.0,1RFEF,2025-2026,ESP,0.68,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
